nome_inct,tipo_producao,periodo,n_tipos_producao
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Artigo Aceito Para Publicacao,2015-2020,1
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Artigo Aceito Para Publicacao,2020-2025,6
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Artigo Publicado,2010-2015,813
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Artigo Publicado,2015-2020,1048
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Artigo Publicado,2020-2025,794
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Capitulo De Livro Publicado,2010-2015,148
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Capitulo De Livro Publicado,2015-2020,124
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Capitulo De Livro Publicado,2020-2025,143
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Livro Publicado Ou Organizado,2010-2015,35
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Livro Publicado Ou Organizado,2015-2020,34
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Livro Publicado Ou Organizado,2020-2025,44
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Outra Producao Bibliografica,2010-2015,6
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Outra Producao Bibliografica,2015-2020,9
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Outra Producao Bibliografica,2020-2025,2
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Prefacio Posfacio,2010-2015,2
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Prefacio Posfacio,2015-2020,2
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Prefacio Posfacio,2020-2025,2
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Texto Em Jornal Ou Revista,2010-2015,123
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Texto Em Jornal Ou Revista,2015-2020,48
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Texto Em Jornal Ou Revista,2020-2025,49
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Trabalho Em Eventos,2010-2015,855
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Trabalho Em Eventos,2015-2020,337
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Trabalho Em Eventos,2020-2025,246
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Traducao,2010-2015,1
INCT para Adaptações da Biota Aquática da Amazônia (INCT-ADAPTA-II),Traducao,2015-2020,1
INCT para Avaliação de Tecnologias em Saúde,Artigo Aceito Para Publicacao,2010-2015,7
INCT para Avaliação de Tecnologias em Saúde,Artigo Aceito Para Publicacao,2015-2020,24
INCT para Avaliação de Tecnologias em Saúde,Artigo Aceito Para Publicacao,2020-2025,49
INCT para Avaliação de Tecnologias em Saúde,Artigo Publicado,2010-2015,2694
INCT para Avaliação de Tecnologias em Saúde,Artigo Publicado,2015-2020,3448
INCT para Avaliação de Tecnologias em Saúde,Artigo Publicado,2020-2025,3318
INCT para Avaliação de Tecnologias em Saúde,Capitulo De Livro Publicado,2010-2015,590
INCT para Avaliação de Tecnologias em Saúde,Capitulo De Livro Publicado,2015-2020,345
INCT para Avaliação de Tecnologias em Saúde,Capitulo De Livro Publicado,2020-2025,375
INCT para Avaliação de Tecnologias em Saúde,Livro Publicado Ou Organizado,2010-2015,89
INCT para Avaliação de Tecnologias em Saúde,Livro Publicado Ou Organizado,2015-2020,57
INCT para Avaliação de Tecnologias em Saúde,Livro Publicado Ou Organizado,2020-2025,92
INCT para Avaliação de Tecnologias em Saúde,Outra Producao Bibliografica,2010-2015,86
INCT para Avaliação de Tecnologias em Saúde,Outra Producao Bibliografica,2015-2020,74
INCT para Avaliação de Tecnologias em Saúde,Outra Producao Bibliografica,2020-2025,49
INCT para Avaliação de Tecnologias em Saúde,Prefacio Posfacio,2015-2020,1
INCT para Avaliação de Tecnologias em Saúde,Prefacio Posfacio,2020-2025,4
INCT para Avaliação de Tecnologias em Saúde,Texto Em Jornal Ou Revista,2010-2015,90
INCT para Avaliação de Tecnologias em Saúde,Texto Em Jornal Ou Revista,2015-2020,108
INCT para Avaliação de Tecnologias em Saúde,Texto Em Jornal Ou Revista,2020-2025,109
INCT para Avaliação de Tecnologias em Saúde,Trabalho Em Eventos,2010-2015,2328
INCT para Avaliação de Tecnologias em Saúde,Trabalho Em Eventos,2015-2020,1648
INCT para Avaliação de Tecnologias em Saúde,Trabalho Em Eventos,2020-2025,780
INCT para Avaliação de Tecnologias em Saúde,Traducao,2010-2015,6
INCT para Avaliação de Tecnologias em Saúde,Traducao,2015-2020,5
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Aceito Para Publicacao,2010-2015,17
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Aceito Para Publicacao,2015-2020,33
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Aceito Para Publicacao,2020-2025,93
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Aceito Para Publicacao,Fora dos períodos,1
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Publicado,2010-2015,4960
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Publicado,2015-2020,4462
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Artigo Publicado,2020-2025,3182
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Capitulo De Livro Publicado,2010-2015,417
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Capitulo De Livro Publicado,2015-2020,377
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Capitulo De Livro Publicado,2020-2025,323
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Livro Publicado Ou Organizado,2010-2015,73
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Livro Publicado Ou Organizado,2015-2020,73
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Livro Publicado Ou Organizado,2020-2025,60
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Outra Producao Bibliografica,2010-2015,51
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Outra Producao Bibliografica,2015-2020,52
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Outra Producao Bibliografica,2020-2025,24
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Prefacio Posfacio,2010-2015,23
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Prefacio Posfacio,2015-2020,23
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Prefacio Posfacio,2020-2025,15
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Texto Em Jornal Ou Revista,2010-2015,67
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Texto Em Jornal Ou Revista,2015-2020,36
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Texto Em Jornal Ou Revista,2020-2025,19
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Trabalho Em Eventos,2010-2015,6276
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Trabalho Em Eventos,2015-2020,3463
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Trabalho Em Eventos,2020-2025,1266
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Traducao,2010-2015,27
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Traducao,2015-2020,14
"INCT para Doenças Cerebrais, Excitoxicidade e Neuroproteção",Traducao,2020-2025,3
INCT para Engenharia de Software,Artigo Aceito Para Publicacao,2010-2015,2
INCT para Engenharia de Software,Artigo Aceito Para Publicacao,2015-2020,2
INCT para Engenharia de Software,Artigo Aceito Para Publicacao,2020-2025,9
INCT para Engenharia de Software,Artigo Publicado,2010-2015,621
INCT para Engenharia de Software,Artigo Publicado,2015-2020,620
INCT para Engenharia de Software,Artigo Publicado,2020-2025,484
INCT para Engenharia de Software,Capitulo De Livro Publicado,2010-2015,124
INCT para Engenharia de Software,Capitulo De Livro Publicado,2015-2020,113
INCT para Engenharia de Software,Capitulo De Livro Publicado,2020-2025,50
INCT para Engenharia de Software,Livro Publicado Ou Organizado,2010-2015,110
INCT para Engenharia de Software,Livro Publicado Ou Organizado,2015-2020,59
INCT para Engenharia de Software,Livro Publicado Ou Organizado,2020-2025,17
INCT para Engenharia de Software,Outra Producao Bibliografica,2010-2015,13
INCT para Engenharia de Software,Outra Producao Bibliografica,2015-2020,14
INCT para Engenharia de Software,Outra Producao Bibliografica,2020-2025,15
INCT para Engenharia de Software,Prefacio Posfacio,2010-2015,3
INCT para Engenharia de Software,Prefacio Posfacio,2015-2020,2
INCT para Engenharia de Software,Prefacio Posfacio,2020-2025,2
INCT para Engenharia de Software,Texto Em Jornal Ou Revista,2010-2015,27
INCT para Engenharia de Software,Texto Em Jornal Ou Revista,2015-2020,9
INCT para Engenharia de Software,Texto Em Jornal Ou Revista,2020-2025,4
INCT para Engenharia de Software,Trabalho Em Eventos,2010-2015,2510
INCT para Engenharia de Software,Trabalho Em Eventos,2015-2020,1577
INCT para Engenharia de Software,Trabalho Em Eventos,2020-2025,799
INCT para Engenharia de Software,Traducao,2010-2015,1
INCT para Estudos sobre os Estados Unidos,Artigo Aceito Para Publicacao,2010-2015,4
INCT para Estudos sobre os Estados Unidos,Artigo Aceito Para Publicacao,2015-2020,5
INCT para Estudos sobre os Estados Unidos,Artigo Aceito Para Publicacao,2020-2025,16
INCT para Estudos sobre os Estados Unidos,Artigo Publicado,2010-2015,502
INCT para Estudos sobre os Estados Unidos,Artigo Publicado,2015-2020,588
INCT para Estudos sobre os Estados Unidos,Artigo Publicado,2020-2025,486
INCT para Estudos sobre os Estados Unidos,Capitulo De Livro Publicado,2010-2015,362
INCT para Estudos sobre os Estados Unidos,Capitulo De Livro Publicado,2015-2020,320
INCT para Estudos sobre os Estados Unidos,Capitulo De Livro Publicado,2020-2025,388
INCT para Estudos sobre os Estados Unidos,Livro Publicado Ou Organizado,2010-2015,100
INCT para Estudos sobre os Estados Unidos,Livro Publicado Ou Organizado,2015-2020,90
INCT para Estudos sobre os Estados Unidos,Livro Publicado Ou Organizado,2020-2025,99
INCT para Estudos sobre os Estados Unidos,Outra Producao Bibliografica,2010-2015,131
INCT para Estudos sobre os Estados Unidos,Outra Producao Bibliografica,2015-2020,224
INCT para Estudos sobre os Estados Unidos,Outra Producao Bibliografica,2020-2025,93
INCT para Estudos sobre os Estados Unidos,Prefacio Posfacio,2010-2015,34
INCT para Estudos sobre os Estados Unidos,Prefacio Posfacio,2015-2020,19
INCT para Estudos sobre os Estados Unidos,Prefacio Posfacio,2020-2025,33
INCT para Estudos sobre os Estados Unidos,Texto Em Jornal Ou Revista,2010-2015,423
INCT para Estudos sobre os Estados Unidos,Texto Em Jornal Ou Revista,2015-2020,489
INCT para Estudos sobre os Estados Unidos,Texto Em Jornal Ou Revista,2020-2025,381
INCT para Estudos sobre os Estados Unidos,Trabalho Em Eventos,2010-2015,427
INCT para Estudos sobre os Estados Unidos,Trabalho Em Eventos,2015-2020,219
INCT para Estudos sobre os Estados Unidos,Trabalho Em Eventos,2020-2025,72
INCT para Estudos sobre os Estados Unidos,Traducao,2010-2015,16
INCT para Estudos sobre os Estados Unidos,Traducao,2015-2020,10
INCT para Estudos sobre os Estados Unidos,Traducao,2020-2025,5
INCT para Mudanças Climáticas  (INCT-MC),Artigo Aceito Para Publicacao,2010-2015,17
INCT para Mudanças Climáticas  (INCT-MC),Artigo Aceito Para Publicacao,2015-2020,10
INCT para Mudanças Climáticas  (INCT-MC),Artigo Aceito Para Publicacao,2020-2025,39
INCT para Mudanças Climáticas  (INCT-MC),Artigo Publicado,2010-2015,2384
INCT para Mudanças Climáticas  (INCT-MC),Artigo Publicado,2015-2020,2631
INCT para Mudanças Climáticas  (INCT-MC),Artigo Publicado,2020-2025,2657
INCT para Mudanças Climáticas  (INCT-MC),Capitulo De Livro Publicado,2010-2015,847
INCT para Mudanças Climáticas  (INCT-MC),Capitulo De Livro Publicado,2015-2020,601
INCT para Mudanças Climáticas  (INCT-MC),Capitulo De Livro Publicado,2020-2025,467
INCT para Mudanças Climáticas  (INCT-MC),Livro Publicado Ou Organizado,2010-2015,174
INCT para Mudanças Climáticas  (INCT-MC),Livro Publicado Ou Organizado,2015-2020,151
INCT para Mudanças Climáticas  (INCT-MC),Livro Publicado Ou Organizado,2020-2025,138
INCT para Mudanças Climáticas  (INCT-MC),Outra Producao Bibliografica,2010-2015,307
INCT para Mudanças Climáticas  (INCT-MC),Outra Producao Bibliografica,2015-2020,175
INCT para Mudanças Climáticas  (INCT-MC),Outra Producao Bibliografica,2020-2025,73
INCT para Mudanças Climáticas  (INCT-MC),Prefacio Posfacio,2010-2015,37
INCT para Mudanças Climáticas  (INCT-MC),Prefacio Posfacio,2015-2020,39
INCT para Mudanças Climáticas  (INCT-MC),Prefacio Posfacio,2020-2025,19
INCT para Mudanças Climáticas  (INCT-MC),Texto Em Jornal Ou Revista,2010-2015,264
INCT para Mudanças Climáticas  (INCT-MC),Texto Em Jornal Ou Revista,2015-2020,282
INCT para Mudanças Climáticas  (INCT-MC),Texto Em Jornal Ou Revista,2020-2025,201
INCT para Mudanças Climáticas  (INCT-MC),Trabalho Em Eventos,2010-2015,3740
INCT para Mudanças Climáticas  (INCT-MC),Trabalho Em Eventos,2015-2020,2015
INCT para Mudanças Climáticas  (INCT-MC),Trabalho Em Eventos,2020-2025,1055
INCT para Mudanças Climáticas  (INCT-MC),Traducao,2010-2015,11
INCT para Mudanças Climáticas  (INCT-MC),Traducao,2015-2020,12
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Artigo Aceito Para Publicacao,2010-2015,1
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Artigo Aceito Para Publicacao,2020-2025,8
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Artigo Publicado,2010-2015,325
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Artigo Publicado,2015-2020,355
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Artigo Publicado,2020-2025,350
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Capitulo De Livro Publicado,2010-2015,50
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Capitulo De Livro Publicado,2015-2020,40
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Capitulo De Livro Publicado,2020-2025,37
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Livro Publicado Ou Organizado,2010-2015,15
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Livro Publicado Ou Organizado,2015-2020,8
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Livro Publicado Ou Organizado,2020-2025,16
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Outra Producao Bibliografica,2010-2015,3
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Outra Producao Bibliografica,2015-2020,10
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Prefacio Posfacio,2015-2020,1
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Texto Em Jornal Ou Revista,2010-2015,35
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Texto Em Jornal Ou Revista,2015-2020,37
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Texto Em Jornal Ou Revista,2020-2025,13
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Trabalho Em Eventos,2010-2015,892
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Trabalho Em Eventos,2015-2020,617
INCT para Sistemas Autônomos Cooperativos Aplicados em Segurança e Meio Ambiente,Trabalho Em Eventos,2020-2025,287
INCT para a Cadeia Produtiva do Leite,Artigo Aceito Para Publicacao,2010-2015,2
INCT para a Cadeia Produtiva do Leite,Artigo Aceito Para Publicacao,2015-2020,14
INCT para a Cadeia Produtiva do Leite,Artigo Aceito Para Publicacao,2020-2025,9
INCT para a Cadeia Produtiva do Leite,Artigo Publicado,2010-2015,1739
INCT para a Cadeia Produtiva do Leite,Artigo Publicado,2015-2020,1621
INCT para a Cadeia Produtiva do Leite,Artigo Publicado,2020-2025,992
INCT para a Cadeia Produtiva do Leite,Capitulo De Livro Publicado,2010-2015,132
INCT para a Cadeia Produtiva do Leite,Capitulo De Livro Publicado,2015-2020,127
INCT para a Cadeia Produtiva do Leite,Capitulo De Livro Publicado,2020-2025,63
INCT para a Cadeia Produtiva do Leite,Livro Publicado Ou Organizado,2010-2015,26
INCT para a Cadeia Produtiva do Leite,Livro Publicado Ou Organizado,2015-2020,24
INCT para a Cadeia Produtiva do Leite,Livro Publicado Ou Organizado,2020-2025,18
INCT para a Cadeia Produtiva do Leite,Outra Producao Bibliografica,2010-2015,89
INCT para a Cadeia Produtiva do Leite,Outra Producao Bibliografica,2015-2020,64
INCT para a Cadeia Produtiva do Leite,Outra Producao Bibliografica,2020-2025,24
INCT para a Cadeia Produtiva do Leite,Prefacio Posfacio,2010-2015,1
INCT para a Cadeia Produtiva do Leite,Prefacio Posfacio,2020-2025,1
INCT para a Cadeia Produtiva do Leite,Texto Em Jornal Ou Revista,2010-2015,111
INCT para a Cadeia Produtiva do Leite,Texto Em Jornal Ou Revista,2015-2020,72
INCT para a Cadeia Produtiva do Leite,Texto Em Jornal Ou Revista,2020-2025,43
INCT para a Cadeia Produtiva do Leite,Trabalho Em Eventos,2010-2015,2568
INCT para a Cadeia Produtiva do Leite,Trabalho Em Eventos,2015-2020,1443
INCT para a Cadeia Produtiva do Leite,Trabalho Em Eventos,2020-2025,619
INCT para a Cadeia Produtiva do Leite,Traducao,2010-2015,1
INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Artigo Aceito Para Publicacao,2010-2015,3
INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Artigo Aceito Para Publicacao,2015-2020,3
INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Artigo Aceito Para Publicacao,2020-2025,21
INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Artigo Publicado,2010-2015,1409
INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Artigo Publicado,2015-2020,1362
INCT para o Controle Biorracional de Inseto Pragas e Fitopatógenos,Artigo Publicado,2020-2025,980
